,filename,monument_type,liwc_catalog,handle_id,object_id
0,2073100-sarcophagus with lid-Zeus_Iuppiter_469_1_0+Moirai_35_1_0+Homonoia_Concordia_77_1_0+Hymenaios_7_0_0+Helios_Sol_351_0_0.txt,sarcophagus with lid,Zeus/Iuppiter_469_1_0;Moirai_35_1_0;Homonoia/Concordia_77_1_0;Hymenaios_7_0_0;Helios/Sol_351_0_0,http://ark.dasch.swiss/ark:/72163/080e-73c632dc4f501-8,2073100
